O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ALPHONS KANNANTHANAM,Bharatiya Janata Party,28568,589,29157,21.17
2,ASHIK M M,Bahujan Samaj Party,720,7,727,0.53
3,Dr.N.JAYARAJ,Kerala Congress (M),59151,1148,60299,43.79
4,JOSEPH VAZHACKAN,Indian National Congress,45296,1300,46596,33.84
5,MAYAMOL K P,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),292,8,300,0.22
6,NOTA,None of the Above,622,2,624,0.45
