O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHANDRAN,Bahujan Samaj Party,688,11,699,0.52
2,PALAYAM PRADEEP,Indian National Congress,39762,773,40535,29.94
3,PRASANTH SIVAN,Bharatiya Janata Party,18115,234,18349,13.56
4,K.D.PRASENAN,Communist Party of India (Marxist),72947,1706,74653,55.15
5,RAJESH.M,Independent,339,8,347,0.26
6,NOTA,None of the Above,765,18,783,0.58
