O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,THOMAS K THOMAS,Nationalist Congress Party,55532,1847,57379,45.67
2,Adv. JACOB ABRAHAM,Kerala Congress,49876,1987,51863,41.28
3,THAMPI METTUTHARA,Bharath Dharma Jana Sena,14551,395,14946,11.9
4,BIJU XAVIER,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),369,23,392,0.31
5,Dr. VINU,Democratic Social Justice Party,514,19,533,0.42
6,NOTA,None of the Above,513,10,523,0.42
