O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,M. G. Kannan,Indian National Congress,61488,2162,63650,40.96
2,Chittayam Gopakumar,Communist Party of India,63958,2611,66569,42.83
3,Adv. Pandalam Prathapan,Bharatiya Janata Party,23299,681,23980,15.43
4,Vipin Kanikonathu,Bahujan Samaj Party,177,1,178,0.11
5,Rajankulakkada,Anna Democratic Human Rights Movement Party of India,88,7,95,0.06
6,Saranyaraj,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),121,6,127,0.08
7,R. Kannan S/o Rajan,Independent,210,8,218,0.14
8,NOTA,None of the Above,580,14,594,0.38
