O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,T V IBRAHIM,Indian Union Muslim League,81259,1500,82759,50.42
2,SIVADASAN T,Bahujan Samaj Party,893,15,908,0.55
3,SHEEBA UNNIKRISHNAN,Bharatiya Janata Party,10904,210,11114,6.77
4,Razak PALERI,Welfare Party Of India,2505,74,2579,1.57
5,C V IBRAHIM S/o MUHAMMED,Independent,230,3,233,0.14
6,KATTUPARUTHY SULAIMAN HAJI,Independent,64015,1078,65093,39.66
7,SULAIMAN HAJI,Independent,893,12,905,0.55
8,NOTA,None of the Above,552,2,554,0.34
