O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,VISHNUPURAM CHANDRASEKHARAN,Bharatiya Janata Party,18267,397,18664,11.73
2,NEELALOHITHADASAN NADAR,Janata Dal (Secular),61582,1724,63306,39.79
3,Adv. M. VINCENT,Indian National Congress,72676,2192,74868,47.06
4,KANCHAMPAZHINJI SASIKUMAR,Bahujan Samaj Party,635,6,641,0.4
5,AJIL R.A.,Independent,141,6,147,0.09
6,VENGANOOR ASOKAN,Independent,268,16,284,0.18
7,PRINCE V.S.,Independent,402,15,417,0.26
8,NOTA,None of the Above,758,15,773,0.49
