O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,O.R.KELU,Communist Party of India (Marxist),70807,1729,72536,47.54
2,P.K.Jayalakshmi,Indian National Congress,61741,1513,63254,41.46
3,Palliyara Mukundan,Bharatiya Janata Party,12911,231,13142,8.61
4,Vijaya Cheloor,Bahujan Samaj Party,188,2,190,0.12
5,Babitha Sreenu,SOCIAL DEMOCRATIC PARTY OF INDIA,1966,26,1992,1.31
6,Kelu K.K. S/o Kunkan,Independent,274,14,288,0.19
7,Lakshmi,Independent,374,8,382,0.25
8,NOTA,None of the Above,792,5,797,0.52
