O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Adv. JOSE THETTAYIL,Janata Dal (Secular),54620,1013,55633,40.31
2,Adv. K V SABU,Bharatiya Janata Party,8547,130,8677,6.29
3,Stalin Nikathithara,Bahujan Samaj Party,322,4,326,0.24
4,ROJI M JOHN,Indian National Congress,70163,1399,71562,51.86
5,JOTHILAKSHMI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),292,9,301,0.22
6,MARTIN PAUL,Independent,621,2,623,0.45
7,Velayudhan,Independent,200,6,206,0.15
8,NOTA,None of the Above,647,22,669,0.48
