O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Anil Mangalapuram,Bahujan Samaj Party,1077,20,1097,0.76
2,B. S. Anoop,Indian National Congress,47402,1215,48617,33.51
3,Ashanath G. S,Bharatiya Janata Party,30369,617,30986,21.36
4,V. Sasi,Communist Party of India,60701,1933,62634,43.17
5,Advocate G. Anil Kumar,Welfare Party Of India,605,11,616,0.42
6,Anoop Gangan,Independent,369,3,372,0.26
7,NOTA,None of the Above,750,8,758,0.52
