O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Bitty Sudheer,Bharatiya Janata Party,11847,297,12144,7.01
2,C. R Mahesh,Indian National Congress,91849,2376,94225,54.38
3,R. Ramachandran,Communist Party of India,62810,2207,65017,37.52
4,Bhargavan S,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),275,8,283,0.16
5,Madhu,Anna Democratic Human Rights Movement Party of India,126,2,128,0.07
6,Adv. Sumayya Najeeb,SOCIAL DEMOCRATIC PARTY OF INDIA,1030,7,1037,0.6
7,NOTA,None of the Above,439,11,450,0.26
