O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Anu M.C,Bahujan Samaj Party,1920,28,1948,1.44
2,Adv. V Joy,Communist Party of India (Marxist),66874,1942,68816,50.89
3,Adv. BRM Shafeer,Indian National Congress,49849,1146,50995,37.71
4,Aji S,Bharath Dharma Jana Sena,10957,257,11214,8.29
5,Anilkumar P,Democratic Human Rights Movement Party,455,5,460,0.34
6,Prince,Independent,615,43,658,0.49
7,Shefeer,Independent,313,10,323,0.24
8,NOTA,None of the Above,801,14,815,0.6
