O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K P A MAJEED,Indian Union Muslim League,72579,920,73499,49.74
2,ABDUL MAJEED PANAKKAL,Bahujan Samaj Party,300,3,303,0.21
3,KALLIYATH SATHAR HAJI,Bharatiya Janata Party,8128,186,8314,5.63
4,MOOSA JARATHINGAL,Swaraj India,269,5,274,0.19
5,ABDURAHIM NAHA,Independent,119,1,120,0.08
6,CHANDRAN,Independent,129,3,132,0.09
7,NIYAS,Independent,480,7,487,0.33
8,NIYAS PULIKKALAKATH,Independent,63159,762,63921,43.26
9,NOTA,None of the Above,715,6,721,0.49
