O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,NAVYA HARIDAS,Bharatiya Janata Party,24314,559,24873,20.89
2,ADV. NOORBEENA RASHEED,Indian Union Muslim League,39393,705,40098,33.68
3,AHAMMAD DEVARKOVIL,Indian National League,51582,975,52557,44.15
4,P. HAREENDRANATH,Democratic Social Justice Party,392,18,410,0.34
5,ADV. MUBEENA,Independent,503,10,513,0.43
6,NOTA,None of the Above,585,18,603,0.51
