O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,VAYALAR JAYAKUMAR,Bahujan Samaj Party,594,19,613,0.34
2,P PRASAD,Communist Party of India,80876,2826,83702,47.0
3,ADV.S SARATH,Indian National Congress,74886,2668,77554,43.55
4,ADV.P S JYOTHIS,Bharath Dharma Jana Sena,14254,308,14562,8.18
5,KARTHIKEYAN,Independent,192,1,193,0.11
6,SARATH S KANNATTUVELI,Independent,487,14,501,0.28
7,SHAJAHAN V A,Independent,178,23,201,0.11
8,ADV.SONNYMON K MATHEW,Independent,164,5,169,0.09
9,NOTA,None of the Above,583,19,602,0.34
