O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P.K KRISHNADAS,Bharatiya Janata Party,33755,787,34542,23.72
2,MALAYINKEEZHU VENUGOPAL,Indian National Congress,41723,1339,43062,29.57
3,Adv I B SATHEESH,Communist Party of India (Marxist),64159,2134,66293,45.52
4,KANDALA SURESH,Bahujan Samaj Party,623,5,628,0.43
5,SREEKALA NADAR,Independent,256,10,266,0.18
6,SYRIAC DAMIAN V. P,Independent,126,3,129,0.09
7,NOTA,None of the Above,686,13,699,0.48
