O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,C.K JANU,Bharatiya Janata Party,14934,264,15198,9.08
2,I.C BALAKRISHNAN,Indian National Congress,79152,1925,81077,48.42
3,M.S VISWANATHAN,Communist Party of India (Marxist),67616,1639,69255,41.36
4,ONDAN PANIYAN,Independent,730,12,742,0.44
5,NOTA,None of the Above,1142,18,1160,0.69
