O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,V. AROUMOUGAME @ AKD,All India N.R. Congress,21223,618,21841,74.77
2,M. Kannan,Indian National Congress,3239,71,3310,11.33
3,K. Ezhumalai,Desiya Murpokku Dravida Kazhagam,153,3,156,0.53
4,D. Ejoumale,Indiya Jananayaka Katchi,147,5,152,0.52
5,P. SAKTHIVEL,Makkal Needhi Maiam,1199,19,1218,4.17
6,T. Devika,Naam Tamilar Katchi,1758,16,1774,6.07
7,D. Mohan,Amma Makkal Munnettra Kazagam,81,2,83,0.28
8,S. Karthigayan,Independent,109,0,109,0.37
9,NOTA,None of the Above,560,9,569,1.95
