O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K.A.U.ASSANA MARECAR,All India Anna Dravida Munnetra Kazhagam,5271,96,5367,21.95
2,A.M.H. NAZIM,Dravida Munnetra Kazhagam,17042,359,17401,71.15
3,A NEPOLIEAN,Indiya Jananayaka Katchi,66,1,67,0.27
4,S MARIE ANTHUVAN,Naam Tamilar Katchi,697,2,699,2.86
5,S MOHAMED SEEDIQUE,Amma Makkal Munnettra Kazagam,132,0,132,0.54
6,R JAGATEESAN,Desiya Murpokku Dravida Kazhagam,38,1,39,0.16
7,V MURUGAIA RAJENDIRAN,Independent,93,2,95,0.39
8,A RAMPRASAD,Independent,433,2,435,1.78
9,NOTA,None of the Above,217,4,221,0.9
