O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ADV. V.P. ABDUL RAHMAN,All India N.R. Congress,3476,56,3532,15.09
2,RAMESH PARAMBATH,Indian National Congress,9460,284,9744,41.63
3,JANAKY TEACHER,Desiya Murpokku Dravida Kazhagam,83,3,86,0.37
4,C.K. UMMER MASTER,SOCIAL DEMOCRATIC PARTY OF INDIA,315,4,319,1.36
5,SARATH S UNNITHAN,Independent,57,5,62,0.26
6,N. HARIDASAN MASTER,Independent,9240,204,9444,40.35
7,NOTA,None of the Above,215,6,221,0.94
