O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,D. ARVINDHAN,Bahujan Samaj Party,89,1,90,0.29
2,M CANDASSAMY,Indian National Congress,13172,212,13384,43.56
3,U LAKSHMIKANDHAN,All India N.R. Congress,15371,253,15624,50.85
4,N SUTHA,Naam Tamilar Katchi,583,7,590,1.92
5,N SOMANATHAN,Makkal Needhi Maiam,608,10,618,2.01
6,P. VAITHILINGAM,Indiya Jananayaka Katchi,23,0,23,0.07
7,S. STEEBAN,Desiya Murpokku Dravida Kazhagam,120,0,120,0.39
8,A MURUGAIYAN,Independent,79,2,81,0.26
9,NOTA,None of the Above,189,4,193,0.63
