O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,S.P. SIVAKUMAR,Dravida Munnetra Kazhagam,6247,117,6364,32.69
2,K. LAKSHMINARAYANAN,All India N.R. Congress,9919,177,10096,51.86
3,ANTHONY SHARMILA,Naam Tamilar Katchi,964,11,975,5.01
4,G. SATHISHKUMAR,Amma Makkal Munnettra Kazagam,39,0,39,0.2
5,S. PARUVADHAVARDHNIE,Makkal Needhi Maiam,1449,13,1462,7.51
6,M. SATHIYAN @ VIMALAN,Independent,22,0,22,0.11
7,S.K. SUBRAMANIAN,Independent,141,3,144,0.74
8,N. MOHAN,Independent,61,0,61,0.31
9,NOTA,None of the Above,295,8,303,1.56
