O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P. Selvanadane,Indian National Congress,5409,120,5529,20.47
2,K.S.P @ S. RAMESH,All India N.R. Congress,17359,416,17775,65.82
3,S. Ganesan,Amma Makkal Munnettra Kazagam,181,3,184,0.68
4,S. Sathiyavel,Indiya Jananayaka Katchi,148,2,150,0.56
5,Subasri,Naam Tamilar Katchi,2227,39,2266,8.39
6,S. Motcharajan,Desiya Murpokku Dravida Kazhagam,220,1,221,0.82
7,NOTA,None of the Above,859,21,880,3.26
