O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ASHOK KIRTANIA,Bharatiya Janata Party,96676,1085,97761,47.65
2,PIJUSH KANTI SAHA,Communist Party of India (Marxist),13780,271,14051,6.85
3,SHYAMAL ROY,All India Trinamool Congress,86403,870,87273,42.54
4,SUNITI MALLICK,Bahujan Samaj Party,1078,4,1082,0.53
5,ARPITA MONDAL,Amra Bangalee,423,2,425,0.21
6,SHYAMSUNDAR HALDAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),226,2,228,0.11
7,SUBRATA BISWAS,Bahujan Mukti Party,140,1,141,0.07
8,ARABINDA BISWAS,Independent,320,1,321,0.16
9,DINESH DAS,Independent,1478,2,1480,0.72
10,SUBHASIS BISWAS,Independent,578,2,580,0.28
11,NOTA,None of the Above,1818,15,1833,0.89
