O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DEBABRATA MAJUMDAR (MALAY),All India Trinamool Congress,97152,948,98100,45.54
2,RINKU NASKAR,Bharatiya Janata Party,52795,344,53139,24.67
3,Dr. SUJAN CHAKRABORTY,Communist Party of India (Marxist),58666,565,59231,27.5
4,SUJOY NASKAR,Bahujan Samaj Party,639,10,649,0.3
5,MONALISA GUPTA (DEBROY),Party for Democratic Socialism,380,5,385,0.18
6,ATANU CHATTERJEE,Independent,100,0,100,0.05
7,ASHUTOSH DEY,Independent,86,5,91,0.04
8,TANUJIT DAS,Independent,106,4,110,0.05
9,NRIPENDRA KRISHNA ROY,Independent,225,4,229,0.11
10,MISTOO DAS,Independent,255,0,255,0.12
11,MEGHA CHATTERJEE,Independent,398,2,400,0.19
12,NOTA,None of the Above,2713,17,2730,1.27
