O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Awadh Kishore Gupta,Bharatiya Janata Party,36900,89,36989,24.26
2,Firhad Hakim,All India Trinamool Congress,105202,341,105543,69.23
3,Khan Sarfaraz,Bahujan Samaj Party,745,3,748,0.49
4,Md Mukhtar,Indian National Congress,5559,31,5590,3.67
5,Manjay Kumar Roy,Janata Dal (United),174,1,175,0.11
6,Sk Jayed Hossain,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),180,0,180,0.12
7,Biswajit Halder,Independent,126,0,126,0.08
8,Jay Prakash Shaw,Independent,164,1,165,0.11
9,Kalpana Chohan,Independent,427,1,428,0.28
10,Sanjay Dey,Independent,1139,0,1139,0.75
11,NOTA,None of the Above,1355,5,1360,0.89
