O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,MANJU BASU,All India Trinamool Congress,93515,688,94203,48.9
2,RAJENDRA CHOUDHARY,Bahujan Samaj Party,1289,16,1305,0.68
3,SUBHANKAR SARKAR,Indian National Congress,23210,292,23502,12.2
4,SUNIL SINGH,Bharatiya Janata Party,67098,395,67493,35.04
5,RANJIT BISWAS,Guru Chand Mukti Morcha,657,4,661,0.34
6,AMIT KUMAR SHAW,Independent,276,1,277,0.14
7,ANAND PANDEY,Independent,306,3,309,0.16
8,RABISHANKAR PAUL,Independent,857,0,857,0.44
9,RABINDRA NATH BISWAS,Independent,613,9,622,0.32
10,SWAPAN KUMAR DEBNATH,Independent,513,6,519,0.27
11,NOTA,None of the Above,2873,13,2886,1.5
