O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ALI IMRAN RAMZ,All India Forward Bloc,28521,183,28704,16.55
2,AZAD MINHAJUL ARFIN,All India Trinamool Congress,85922,389,86311,49.78
3,GOUTAM PAUL,Bahujan Samaj Party,2720,5,2725,1.57
4,SACHIN PRASAD,Bharatiya Janata Party,52170,304,52474,30.26
5,KAMKSHYA SARKAR,Janata Dal (United),950,4,954,0.55
6,MAZHAR IMAM,Independent,1046,0,1046,0.6
7,NOTA,None of the Above,1183,3,1186,0.68
