O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANUPAM MANDAL,Bharatiya Janata Party,43238,293,43531,21.51
2,MOSARAF HOSSAIN MONDAL (MADHU),Indian National Congress,31442,146,31588,15.61
3,SAHINA MOMTAZ KHAN,All India Trinamool Congress,117130,554,117684,58.16
4,MD. WASIM AKRAM,Hindustani Awam Morcha (Secular),893,0,893,0.44
5,SAHIDUL ISLAM (KALU),SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),350,2,352,0.17
6,MOSARROF HOSSAIN,Independent,252,2,254,0.13
7,SAMIK MANDAL,Independent,4323,70,4393,2.17
8,SAMINUL ANSARY,Independent,1397,0,1397,0.69
9,SAHINA MAMTAJ,Independent,946,3,949,0.47
10,NOTA,None of the Above,1301,7,1308,0.65
