O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANIRBAN SAHA,Indian National Congress,8929,104,9033,3.86
2,ASIMA PATRA,All India Trinamool Congress,123509,1267,124776,53.36
3,TUSAR KUMAR MAJUMDAR,Bharatiya Janata Party,93861,756,94617,40.46
4,SAJAL KUMAR DE,Communist Party of India (Marxist-Leninist) (Liberation),3215,15,3230,1.38
5,NOTA,None of the Above,2167,15,2182,0.93
