O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PARESH MURMU,All India Trinamool Congress,105826,540,106366,50.01
2,DR. PULIN BIHARI BASKE,Communist Party of India (Marxist),9165,105,9270,4.36
3,MITHUN MANDI,Bahujan Samaj Party,1899,5,1904,0.9
4,SONALI MURMU SOREN,Bharatiya Janata Party,90298,738,91036,42.8
5,JHARESWAR ROUTH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1523,12,1535,0.72
6,NOTA,None of the Above,2564,6,2570,1.21
