O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Abishek Singhania,Bharatiya Janata Party,54326,698,55024,25.11
2,Khatun Najema,Indian National Congress,15997,176,16173,7.38
3,Chaitanya Rabidas,Bahujan Samaj Party,1680,2,1682,0.77
4,Samar Mukherjee,All India Trinamool Congress,129805,869,130674,59.63
5,Arafat Ali,Welfare Party Of India,2097,5,2102,0.96
6,Ashok Chowdhury,Independent,1383,4,1387,0.63
7,Payel Khatun,Independent,8596,32,8628,3.94
8,Sabina Easmin,Independent,856,0,856,0.39
9,Sk Israil,Independent,570,1,571,0.26
10,NOTA,None of the Above,2047,4,2051,0.94
